"cardcode","Store","RFM (MAY15-JUN15)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAR16-APR16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAY16-JUN16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","Score Difference with Y_Ago","RFM Lights with Y_Ago (MAY15-JUN15)","Score Difference with Previous","RFM Lights with Previous (MAR16-APR16)"
'80006050,National,455,0.938,Pandora Agios Dometios,4,5,5,5,16,86.16,0.00%,112,0.125,Pandora Agios Dometios,1,1,2,35,2,18.41,0.00%,123,0.313,Pandora Agios Dometios,1,2,3,41,3,41.72,0.00%,(  66.63%),Red,150.40%,Blue
'80006051,National,555,1,Pandora Agios Dometios,5,5,5,0,15,113.26,0.00%,255,0.813,Pandora Agios Dometios,2,5,5,12,15,141.67,0.00%,244,0.625,Pandora Agios Dometios,2,4,4,21,7,59.24,0.00%,(  37.50%),Red,(  23.12%),Yellow
'80006052,National,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,3,21,228.05,0.00%,555,1,Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,22,193.03,1.34%,455,0.938,Pandora Agios Dometios,4,5,5,5,15,104.36,1.24%,0.00%,Green,(   6.20%),Yellow
'80006053,National,434,0.688,Pandora Agios Dometios - Pandora Tseriou - Pandora Prodromou,4,3,4,4,5,57.17,0.00%,534,0.75,Pandora Agios Dometios - Pandora Prodromou,5,3,4,1,7,55.71,0.00%,,,,,,,,,,,,Black,,Black
'80006054,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,18,1,5.62,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,17,1,4.76,0.00%,,White,0.00%,Green
'80006055,National,555,1,Pandora Agios Dometios - Pandora Prodromou,5,5,5,1,14,228.46,0.00%,534,0.75,Pandora Agios Dometios,5,3,4,1,6,62.69,0.00%,545,0.938,Pandora Agios Dometios - Pandora Prodromou,5,4,5,0,7,92.89,0.00%,(   6.20%),Yellow,25.07%,Green
'80006056,National,432,0.438,Pandora Agios Dometios,4,3,2,2,6,15.88,0.00%,354,0.75,Pandora Agios Dometios,3,5,4,5,14,55.44,0.00%,554,0.875,Pandora Agios Dometios,5,5,4,0,14,61.98,0.00%,99.77%,Blue,16.67%,Green
'80006057,National,221,0.125,Pandora Agios Dometios,2,2,1,21,3,6,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006058,National,244,0.625,Pandora Agios Dometios,2,4,4,18,9,47.12,0.00%,444,0.75,Pandora Agios Dometios,4,4,4,3,9,60.32,0.00%,123,0.313,Pandora Agios Dometios,1,2,3,32,3,34.09,0.00%,(  49.92%),Red,(  58.27%),Red
'80006059,National,554,0.875,Pandora Agios Dometios - Pandora Prodromou,5,5,4,1,14,55.14,0.00%,311,0.125,Pandora Agios Dometios,3,1,1,10,1,1.33,0.00%,432,0.438,Pandora Agios Dometios,4,3,2,4,4,13.9,0.00%,(  49.94%),Red,250.40%,Blue
'80006060,National,232,0.313,Pandora Agios Dometios,2,3,2,27,6,22.77,0.00%,111,0,Pandora Agios Dometios,1,1,1,45,1,5.89,0.00%,,,,,,,,,,,,Black,,Black
'80006062,National,455,0.938,Pandora Agios Dometios,4,5,5,5,29,129.6,0.00%,444,0.75,Pandora Agios Dometios,4,4,4,3,13,50.41,0.00%,433,0.563,Pandora Agios Dometios,4,3,3,4,6,41.72,0.00%,(  39.98%),Red,(  24.93%),Yellow
'80006063,National,111,0,Pandora Agios Dometios,1,1,1,29,1,5.95,0.00%,111,0,Pandora Prodromou,1,1,1,39,1,4.76,0.00%,111,0,Pandora Prodromou,1,1,1,30,1,2.38,0.00%,0.00%,Green,0.00%,Green
'80006064,National,,,,,,,,,,,532,0.5,Pandora Agios Dometios - Pandora Tseriou,5,3,2,1,4,23.03,0.00%,222,0.25,Pandora Agios Dometios - Pandora Tseriou,2,2,2,23,2,16.53,0.00%,,White,(  50.00%),Red
'80006065,National,434,0.688,Pandora Agios Dometios - Pandora Prodromou,4,3,4,3,5,43.37,0.00%,412,0.313,Pandora Agios Dometios - Pandora Prodromou,4,1,2,2,2,22.21,10.09%,434,0.688,Pandora Agios Dometios,4,3,4,4,5,59.27,15.91%,0.00%,Green,119.81%,Blue
'80006066,National,555,1,Pandora Agios Dometios - Pandora Acropoleos,5,5,5,1,22,129.55,1.84%,432,0.438,Pandora Agios Dometios,4,3,2,2,6,15.28,0.00%,243,0.5,Pandora Agios Dometios,2,4,3,16,11,30.04,0.00%,(  50.00%),Red,14.16%,Green
'80006067,National,545,0.938,Pandora Agios Dometios,5,4,5,0,13,107.6,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006068,National,133,0.375,Pandora Agios Dometios,1,3,3,30,4,29.21,0.00%,555,1,Pandora Agios Dometios - Pandora Athalassas - Pandora Prodromou,5,5,5,0,19,141.82,1.58%,245,0.75,Pandora Agios Dometios - Pandora Athalassas,2,4,5,16,8,153.5,0.00%,100.00%,Blue,(  25.00%),Yellow
'80006069,National,344,0.688,Pandora Agios Dometios,3,4,4,6,13,74.94,0.00%,323,0.438,Pandora Agios Dometios,3,2,3,5,3,34.86,0.00%,113,0.25,Pandora Agios Dometios,1,1,3,30,1,41.57,0.00%,(  63.66%),Red,(  42.92%),Red
'80006070,National,455,0.938,Pandora Agios Dometios,4,5,5,2,15,86.51,0.00%,443,0.625,Pandora Agios Dometios,4,4,3,4,8,41.86,0.00%,322,0.313,Pandora Agios Dometios,3,2,2,6,3,11.72,0.00%,(  66.63%),Red,(  49.92%),Red
'80006071,National,111,0,Pandora Agios Dometios,1,1,1,56,1,3.04,0.00%,111,0,Pandora Agios Dometios,1,1,1,53,2,7.09,0.00%,,,,,,,,,,,,Black,,Black
'80006072,National,444,0.75,Pandora Agios Dometios,4,4,4,2,9,49.98,0.00%,345,0.813,Pandora Agios Dometios,3,4,5,7,13,100.19,0.00%,344,0.688,Pandora Agios Dometios,3,4,4,9,8,60.82,0.00%,(   8.27%),Yellow,(  15.38%),Yellow
'80006073,National,244,0.625,Pandora Agios Dometios,2,4,4,13,7,59.19,0.00%,234,0.563,Pandora Agios Dometios,2,3,4,17,6,73.06,3.26%,445,0.875,Pandora Agios Dometios,4,4,5,5,9,83.13,0.00%,40.00%,Green,55.42%,Blue
'80006074,National,233,0.438,Pandora Prodromou,2,3,3,26,4,38.6,0.00%,422,0.375,Pandora Ayios Antonios - Pandora Agios Dometios,4,2,2,4,3,14.3,0.00%,,,,,,,,,,,,Black,,Black
'80006075,National,,,,,,,,,,,343,0.563,Pandora Agios Dometios,3,4,3,8,13,38.42,0.00%,232,0.313,Pandora Agios Dometios,2,3,2,28,4,13.73,0.00%,,White,(  44.40%),Red
'80006076,National,435,0.813,Pandora Agios Dometios,4,3,5,5,4,90.34,0.00%,,,,,,,,,,,323,0.438,Pandora Prodromou,3,2,3,9,2,24.18,0.00%,(  46.13%),Red,,White
'80006077,National,434,0.688,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,4,3,4,4,5,46.66,0.00%,233,0.438,Pandora Agios Dometios - Pandora Prodromou,2,3,3,22,5,41.82,0.00%,244,0.625,Pandora Agios Dometios - Pandora Prodromou,2,4,4,23,10,48.25,0.00%,(   9.16%),Yellow,42.69%,Green
'80006078,National,444,0.75,Pandora Agios Dometios,4,4,4,4,12,47.2,0.00%,122,0.188,Pandora Agios Dometios,1,2,2,26,3,14.66,0.00%,322,0.313,Pandora Agios Dometios,3,2,2,12,3,11.45,0.00%,(  58.27%),Red,66.49%,Blue
'80006079,National,512,0.375,Pandora Prodromou,5,1,2,0,2,11.24,0.00%,312,0.25,Pandora Agios Dometios - Pandora Tseriou,3,1,2,8,2,14.56,9.13%,211,0.063,Pandora Prodromou,2,1,1,23,1,1.14,0.00%,(  83.20%),Red,(  74.80%),Red
'80006080,National,545,0.938,Pandora Agios Dometios,5,4,5,1,9,135.54,0.00%,444,0.75,Pandora Agios Dometios,4,4,4,4,11,82.86,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,22,6,36.17,0.00%,(  53.30%),Red,(  41.60%),Red
'80006081,National,234,0.563,Pandora Ayios Antonios - Pandora Agios Dometios,2,3,4,22,6,44.16,7.54%,122,0.188,Pandora Agios Dometios,1,2,2,25,3,14.36,0.00%,121,0.063,Pandora Agios Dometios,1,2,1,43,2,7.1,0.00%,(  88.81%),Red,(  66.49%),Red
'80006082,National,532,0.5,Pandora Agios Dometios,5,3,2,1,4,13.98,0.00%,243,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,2,4,3,12,11,37.75,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,22,5,33.44,0.00%,(  12.40%),Yellow,(  12.40%),Yellow
'80006083,National,544,0.813,Pandora Agios Dometios,5,4,4,0,13,56.51,0.00%,,,,,,,,,,,223,0.375,Pandora Agios Dometios,2,2,3,14,3,27.37,0.00%,(  53.87%),Red,,White
'80006084,National,234,0.563,Pandora Agios Dometios,2,3,4,15,5,44.02,0.00%,333,0.5,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Athalassas,3,3,3,5,6,31.63,0.00%,244,0.625,Pandora Agios Dometios,2,4,4,22,7,51.39,7.41%,11.01%,Green,25.00%,Green
'80006086,National,422,0.375,Pandora Agios Dometios,4,2,2,5,3,13.62,0.00%,111,0,Pandora Agios Dometios,1,1,1,50,1,2.19,0.00%,311,0.125,Pandora Agios Dometios,3,1,1,8,1,1.91,0.00%,(  66.67%),Red,100.00%,Blue
'80006087,National,344,0.688,Pandora Agios Dometios,3,4,4,6,8,81.89,4.65%,344,0.688,Pandora Agios Dometios,3,4,4,5,12,55.89,0.00%,244,0.625,Pandora Agios Dometios,2,4,4,16,7,47.14,0.00%,(   9.16%),Yellow,(   9.16%),Yellow
'80006088,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,57,1,7.09,0.00%,,White,,White
'80006089,National,,,,,,,,,,,334,0.625,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,3,3,4,10,5,59.11,0.00%,123,0.313,Pandora Ayios Antonios,1,2,3,55,2,31.11,0.00%,,White,(  49.92%),Red
'80006090,National,211,0.063,Pandora Agios Dometios,2,1,1,21,1,2,0.00%,344,0.688,Pandora Agios Dometios,3,4,4,8,10,63.52,4.06%,422,0.375,Pandora Agios Dometios,4,2,2,4,2,13.17,0.00%,495.24%,Blue,(  45.49%),Red
'80006091,National,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,3,24,130.33,0.00%,555,1,Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,24,106.09,0.00%,244,0.625,Pandora Agios Dometios,2,4,4,15,11,44.3,0.00%,(  33.37%),Red,(  37.50%),Red
'80006092,National,245,0.75,Pandora Agios Dometios - Pandora Prodromou,2,4,5,24,10,173.51,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006093,National,543,0.688,Pandora Agios Dometios,5,4,3,1,11,37.63,0.00%,111,0,Pandora Agios Dometios,1,1,1,26,2,3.33,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,17,1,1.33,0.00%,(  90.84%),Red,100.00%,Blue
'80006095,National,355,0.875,Pandora Agios Dometios - Pandora Prodromou,3,5,5,6,21,140.53,5.42%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,47,350.96,2.27%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,5,1,37,252.82,4.90%,14.29%,Green,0.00%,Green
'80006096,National,555,1,Pandora Agios Dometios,5,5,5,1,25,90.51,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,2,18,71.44,5.05%,454,0.813,Pandora Agios Dometios,4,5,4,4,19,63.64,0.00%,(  18.70%),Yellow,0.00%,Green
'80006097,National,111,0,Pandora Agios Dometios,1,1,1,52,1,10.48,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006098,National,343,0.563,Pandora Agios Dometios,3,4,3,6,12,26.39,0.00%,332,0.375,Pandora Agios Dometios,3,3,2,5,7,18.81,0.00%,321,0.188,Pandora Agios Dometios,3,2,1,11,3,8.8,0.00%,(  66.61%),Red,(  49.87%),Red
'80006099,National,333,0.5,Pandora Agios Dometios,3,3,3,10,4,42.93,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,19,2,7.59,0.00%,,,,,,,,,,,,Black,,Black
'80006100,National,132,0.25,Pandora Agios Dometios,1,3,2,36,4,13.84,0.00%,111,0,Pandora Agios Dometios,1,1,1,35,2,6.56,0.00%,111,0,Pandora Agios Dometios,1,1,1,39,1,2.56,0.00%,( 100.00%),Red,0.00%,Green
'80006101,National,143,0.438,Pandora Agios Dometios,1,4,3,46,9,24.98,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006102,National,144,0.563,Pandora Agios Dometios,1,4,4,31,10,70.17,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006103,National,112,0.125,Pandora Agios Dometios,1,1,2,45,1,12.9,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006105,National,344,0.688,Pandora Agios Dometios,3,4,4,7,12,46.08,0.00%,343,0.563,Pandora Ayios Antonios - Pandora Agios Dometios,3,4,3,6,12,37.61,0.00%,544,0.813,Pandora Agios Dometios,5,4,4,1,10,46.84,0.00%,18.17%,Green,44.40%,Green
'80006106,National,555,1,Pandora Agios Dometios,5,5,5,1,14,171.79,0.00%,245,0.75,Pandora Agios Dometios,2,4,5,13,10,113.64,0.00%,422,0.375,Pandora Agios Dometios,4,2,2,2,3,20.05,0.00%,(  62.50%),Red,(  50.00%),Red
'80006107,National,433,0.563,Pandora Agios Dometios - Pandora Prodromou,4,3,3,2,5,38.5,0.00%,,,,,,,,,,,223,0.375,Pandora Agios Dometios,2,2,3,23,3,24.97,0.00%,(  33.39%),Red,,White
'80006108,National,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,2,16,95.98,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006109,National,333,0.5,Pandora Agios Dometios - Pandora Acropoleos,3,3,3,11,5,30.55,88.48%,344,0.688,Pandora Agios Dometios,3,4,4,6,8,87.83,11.72%,323,0.438,Pandora Agios Dometios,3,2,3,12,3,24.47,0.00%,(  12.40%),Yellow,(  36.34%),Red
'80006110,National,443,0.625,Pandora Agios Dometios,4,4,3,3,8,25.67,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,2,16,77.82,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,27,6,25.51,0.00%,(  29.92%),Yellow,(  46.13%),Red
'80006111,National,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,2,25,155.87,0.00%,555,1,Pandora Agios Dometios,5,5,5,0,26,194.1,0.00%,345,0.813,Pandora Agios Dometios,3,4,5,12,11,101.05,0.00%,(  13.33%),Yellow,(  18.70%),Yellow
'80006112,National,453,0.688,Pandora Agios Dometios,4,5,3,2,22,42.9,0.00%,554,0.875,Pandora Agios Dometios,5,5,4,1,22,52.11,0.00%,453,0.688,Pandora Agios Dometios,4,5,3,3,19,38.69,0.00%,0.00%,Green,(  21.37%),Yellow
'80006113,National,,,,,,,,,,,212,0.188,Pandora Agios Dometios,2,1,2,16,2,17.81,0.00%,,,,,,,,,,,,,,Black
'80006114,National,345,0.813,Pandora Ayios Antonios - Pandora Agios Dometios,3,4,5,9,8,95.67,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios,5,5,5,0,15,134.71,0.00%,444,0.75,Pandora Agios Dometios,4,4,4,3,10,70.51,0.00%,(   7.75%),Yellow,(  25.00%),Yellow
'80006115,National,555,1,Pandora Agios Dometios,5,5,5,0,41,328.62,0.00%,333,0.5,Pandora Agios Dometios,3,3,3,10,5,45.8,0.00%,144,0.563,Pandora Agios Dometios,1,4,4,31,7,47.06,0.00%,(  43.70%),Red,12.60%,Green
'80006116,National,445,0.875,Pandora Agios Dometios - Pandora Prodromou,4,4,5,3,11,130.82,0.00%,111,0,Pandora Agios Dometios,1,1,1,37,1,5.24,0.00%,422,0.375,Pandora Agios Dometios,4,2,2,3,2,17.42,0.00%,(  57.14%),Red,100.00%,Blue
'80006117,National,222,0.25,Pandora Athalassas - Pandora Prodromou,2,2,2,17,3,17.94,0.00%,333,0.5,Pandora Agios Dometios - Pandora Athalassas - Pandora Prodromou,3,3,3,9,4,42.23,0.00%,334,0.625,Pandora Athalassas - Pandora Prodromou,3,3,4,6,6,64.45,0.00%,150.00%,Blue,25.00%,Green
'80006118,National,453,0.688,Pandora Agios Dometios,4,5,3,3,14,42.99,0.00%,533,0.625,Pandora Agios Dometios,5,3,3,0,7,35.64,0.00%,454,0.813,Pandora Agios Dometios - Pandora Prodromou,4,5,4,2,13,64.69,0.00%,18.17%,Green,30.08%,Green
'80006119,National,555,1,Pandora Agios Dometios,5,5,5,0,69,299.65,0.00%,555,1,Pandora Agios Dometios,5,5,5,0,48,178.2,0.00%,555,1,Pandora Agios Dometios,5,5,5,1,55,238.86,0.00%,0.00%,Green,0.00%,Green
'80006120,National,111,0,Pandora Agios Dometios,1,1,1,56,1,4.56,0.00%,333,0.5,Pandora Agios Dometios,3,3,3,7,4,37.95,0.00%,323,0.438,Pandora Agios Dometios,3,2,3,12,3,31.81,0.00%,100.00%,Blue,(  12.40%),Yellow
'80006121,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,27,1,6.86,0.00%,111,0,Pandora Prodromou,1,1,1,54,1,4.14,0.00%,,White,0.00%,Green
'80006122,National,544,0.813,Pandora Agios Dometios - Pandora Prodromou,5,4,4,0,12,79.85,0.00%,554,0.875,Pandora Agios Dometios - Pandora Prodromou,5,5,4,1,29,65.79,0.00%,554,0.875,Pandora Agios Dometios - Pandora Prodromou,5,5,4,0,19,62.29,0.00%,7.63%,Green,0.00%,Green
'80006123,National,222,0.25,Pandora Agios Dometios,2,2,2,18,3,12.75,0.00%,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,59,1,1.91,0.00%,( 100.00%),Red,,White
'80006124,National,323,0.438,Pandora Agios Dometios,3,2,3,7,3,30.32,0.00%,312,0.25,Pandora Agios Dometios,3,1,2,5,2,20.23,0.00%,122,0.188,Pandora Agios Dometios,1,2,2,38,3,20.76,0.00%,(  57.08%),Red,(  24.80%),Yellow
'80006125,National,455,0.938,Pandora Agios Dometios,4,5,5,5,17,90.56,0.00%,455,0.938,Pandora Agios Dometios,4,5,5,3,15,105.17,0.00%,433,0.563,Pandora Agios Dometios,4,3,3,2,4,30.52,0.00%,(  39.98%),Red,(  39.98%),Red
'80006126,National,232,0.313,Pandora Ayios Antonios - Pandora Agios Dometios,2,3,2,18,5,12.19,0.00%,131,0.125,Pandora Agios Dometios - Pandora Prodromou,1,3,1,46,4,9.61,0.00%,554,0.875,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,4,0,21,50.69,0.00%,179.55%,Blue,600.00%,Blue
'80006130,National,,,,,,,,,,,222,0.25,Pandora Ayios Antonios - Pandora Athalassas,2,2,2,19,3,16.71,0.00%,232,0.313,Pandora Athalassas,2,3,2,27,4,20.38,0.00%,,White,25.20%,Green
'80006131,National,444,0.75,Pandora Agios Dometios,4,4,4,3,12,60.09,0.00%,544,0.813,Pandora Agios Dometios,5,4,4,0,12,52.43,0.00%,344,0.688,Pandora Agios Dometios - Pandora Prodromou,3,4,4,13,9,52.23,0.00%,(   8.27%),Yellow,(  15.38%),Yellow
'80006132,National,331,0.25,Pandora Agios Dometios,3,3,1,8,5,10.56,0.00%,543,0.688,Pandora Agios Dometios,5,4,3,0,13,32.38,0.00%,232,0.313,Pandora Agios Dometios,2,3,2,14,5,16.26,0.00%,25.20%,Green,(  54.51%),Red
'80006134,National,443,0.625,Pandora Agios Dometios,4,4,3,2,10,36.61,0.00%,554,0.875,Pandora Agios Dometios - Pandora Prodromou,5,5,4,1,18,85.37,0.00%,354,0.75,Pandora Agios Dometios,3,5,4,8,13,60,0.00%,20.00%,Green,(  14.29%),Yellow
'80006136,National,555,1,Pandora Agios Dometios,5,5,5,0,35,122.68,0.00%,555,1,Pandora Agios Dometios,5,5,5,1,38,128.03,0.00%,555,1,Pandora Agios Dometios,5,5,5,0,40,98.22,0.00%,0.00%,Green,0.00%,Green
'80006137,National,111,0,Pandora Agios Dometios,1,1,1,48,1,3.33,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,13,2,10.14,0.00%,,,,,,,,,,,,Black,,Black
'80006139,National,453,0.688,Pandora Agios Dometios,4,5,3,3,15,39.16,0.00%,455,0.938,Pandora Agios Dometios,4,5,5,2,21,102.15,0.00%,354,0.75,Pandora Agios Dometios,3,5,4,13,24,70.86,0.00%,9.01%,Green,(  20.04%),Yellow
'80006140,National,355,0.875,Pandora Agios Dometios,3,5,5,8,25,189.82,0.00%,333,0.5,Pandora Agios Dometios,3,3,3,5,5,40.1,0.00%,433,0.563,Pandora Agios Dometios,4,3,3,3,5,26.81,0.00%,(  35.66%),Red,12.60%,Green
'80006141,National,344,0.688,Pandora Agios Dometios,3,4,4,9,10,43.23,0.00%,111,0,Pandora Agios Dometios,1,1,1,37,2,5.7,0.00%,,,,,,,,,,,,Black,,Black
'80006142,National,544,0.813,Pandora Agios Dometios,5,4,4,1,10,43.25,0.00%,555,1,Pandora Agios Dometios,5,5,5,0,16,90.63,0.00%,444,0.75,Pandora Agios Dometios,4,4,4,4,9,42.11,0.00%,(   7.75%),Yellow,(  25.00%),Yellow
'80006144,National,133,0.375,Pandora Agios Dometios,1,3,3,35,5,24.14,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006145,National,444,0.75,Pandora Agios Dometios,4,4,4,5,11,62.96,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,12,7,46.24,5.15%,234,0.563,Pandora Agios Dometios,2,3,4,27,5,45.82,0.00%,(  24.93%),Yellow,28.54%,Green
'80006146,National,455,0.938,Pandora Agios Dometios - Pandora Tseriou,4,5,5,2,27,165.51,0.00%,555,1,Pandora Agios Dometios - Pandora Tseriou,5,5,5,0,20,153.21,0.00%,455,0.938,Pandora Tseriou,4,5,5,3,13,93.11,0.00%,0.00%,Green,(   6.20%),Yellow
'80006147,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios - Pandora Prodromou,4,4,4,2,9,60.74,6.27%,332,0.375,Pandora Agios Dometios - Pandora Prodromou,3,3,2,8,6,15.42,0.00%,,White,(  50.00%),Red
'80006148,National,111,0,Pandora Agios Dometios,1,1,1,29,2,4.86,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80006149,National,333,0.5,Pandora Agios Dometios - Pandora Prodromou,3,3,3,7,5,26.56,0.00%,455,0.938,Pandora Agios Dometios - Pandora Athalassas - Pandora Prodromou,4,5,5,2,17,102.51,3.44%,554,0.875,Pandora Agios Dometios - Pandora Athalassas - Pandora Prodromou,5,5,4,0,13,73.42,0.00%,75.00%,Blue,(   6.72%),Yellow
'80006150,National,545,0.938,Pandora Agios Dometios - Pandora Tseriou,5,4,5,1,12,195.62,1.95%,555,1,Pandora Agios Dometios - Pandora Tseriou,5,5,5,0,22,261.66,0.00%,455,0.938,Pandora Agios Dometios,4,5,5,4,28,323.23,1.18%,0.00%,Green,(   6.20%),Yellow
'80006151,National,445,0.875,Pandora Agios Dometios - Pandora Athalassas,4,4,5,2,9,96.15,0.00%,544,0.813,Pandora Agios Dometios,5,4,4,0,11,69.14,0.00%,344,0.688,Pandora Agios Dometios,3,4,4,8,7,50.13,0.00%,(  21.37%),Yellow,(  15.38%),Yellow
'80006152,National,543,0.688,Pandora Agios Dometios,5,4,3,1,7,31.96,0.00%,333,0.5,Pandora Agios Dometios - Pandora Prodromou,3,3,3,5,7,27.78,0.00%,342,0.438,Pandora Ayios Antonios - Pandora Agios Dometios,3,4,2,6,8,20.82,0.00%,(  36.34%),Red,(  12.40%),Yellow
'80006153,National,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,26,240.26,11.10%,555,1,Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,39,548.34,0.69%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,19,156.74,0.82%,0.00%,Green,0.00%,Green
'80006155,National,432,0.438,Pandora Agios Dometios,4,3,2,5,4,21.53,0.00%,544,0.813,Pandora Agios Dometios,5,4,4,1,12,81.49,0.00%,234,0.563,Pandora Agios Dometios,2,3,4,17,6,49.74,0.00%,28.54%,Green,(  30.75%),Red
'80006156,National,554,0.875,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Kaimakli,5,5,4,1,19,57.61,0.00%,354,0.75,Pandora Ayios Antonios - Pandora Agios Dometios,3,5,4,5,18,50.74,0.00%,555,1,Pandora Agios Dometios,5,5,5,1,20,122.06,0.00%,14.29%,Green,33.33%,Green
'80006157,National,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,2,15,132.08,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,5,5,5,0,17,155.12,0.00%,445,0.875,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Prodromou,4,4,5,4,11,97.94,0.00%,(   6.72%),Yellow,(  12.50%),Yellow
'80006158,National,555,1,Pandora Agios Dometios - Pandora Tseriou,5,5,5,0,15,103.77,3.67%,454,0.813,Pandora Agios Dometios - Pandora Tseriou,4,5,4,4,15,75.28,0.00%,433,0.563,Pandora Agios Dometios,4,3,3,4,6,31.92,0.00%,(  43.70%),Red,(  30.75%),Red
'80006159,National,223,0.375,Pandora Agios Dometios,2,2,3,20,3,41.96,0.00%,313,0.375,Pandora Agios Dometios,3,1,3,7,2,32.59,0.00%,224,0.5,Pandora Agios Dometios - Pandora Prodromou,2,2,4,21,3,45.8,0.00%,33.33%,Green,33.33%,Green
'80006160,National,233,0.438,Pandora Ayios Antonios - Pandora Agios Dometios,2,3,3,16,4,25.61,0.00%,342,0.438,Pandora Agios Dometios,3,4,2,5,8,23.4,0.00%,121,0.063,Pandora Agios Dometios,1,2,1,37,2,8.42,0.00%,(  85.62%),Red,(  85.62%),Red
'80006161,National,454,0.813,Pandora Agios Dometios,4,5,4,3,18,80,0.00%,532,0.5,Pandora Agios Dometios - Pandora Prodromou,5,3,2,1,5,17.82,0.00%,132,0.25,Pandora Agios Dometios,1,3,2,31,5,14.01,0.00%,(  69.25%),Red,(  50.00%),Red
'80006162,National,555,1,Pandora Agios Dometios,5,5,5,0,30,124.64,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,15,7,31.23,0.00%,332,0.375,Pandora Agios Dometios,3,3,2,10,5,12.96,0.00%,(  62.50%),Red,(  14.38%),Yellow
'80006163,National,,,,,,,,,,,112,0.125,Pandora Agios Dometios,1,1,2,51,2,18.28,0.00%,,,,,,,,,,,,,,Black
'80006164,National,455,0.938,Pandora Agios Dometios,4,5,5,2,26,226.51,0.00%,455,0.938,Pandora Agios Dometios,4,5,5,3,29,221.22,1.66%,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios,4,5,5,3,22,184.66,0.00%,0.00%,Green,0.00%,Green
'80006165,National,532,0.5,Pandora Agios Dometios,5,3,2,1,4,16.91,0.00%,554,0.875,Pandora Agios Dometios,5,5,4,0,20,65.84,0.00%,443,0.625,Pandora Agios Dometios,4,4,3,3,9,34.81,0.00%,25.00%,Green,(  28.57%),Yellow
